# JPWiki Japanese localization data
# kind	key	english	japanese
　そうして、婚姻の場であった不毛の大地はバラバラとなり火の手が上がった。それを見守っている内に、不快の一言に尽きる集団が遣って来た。咬む者たち〔原文のbiterは「欺くもの」をも意味する〕から生まれた彼らは、Velothの地を横切りRed_Mountainの麓にまで行って暴れ狂うばかりであった。<br>
　しかし、＜陵辱王＞から咬み切った秘密によって、Vivecは槍を更なる恐ろしいものに作り変えた。そうして、彼はMolag_Balを咬む者たちの裂け目の中へと転ばせて、「もう再び美しい＜陵辱王＞のことを考えまい」と永遠に誓ったのである。<br>
　Vivecは静かに涙を零しながら、その新しい残忍な槍で以って周囲のものを皆殺しにした。その槍に彼は＜乳を搾るもの＞〔Milk_Taker〕MUATRAと名付けて、Chimerの神秘主義者たちでさえVivecの憤激に気付いていた。そうしてVivecに打ちのめされたものは全て、不毛の地となり、骨へと萎んでいってしまった。その骨から出来た道は星々の読むべき一節であり、それ以来、天空が子供たちを知ることは無かったのである。咬む者たちの全てを、その子供たちの全てを、彼は＜九つの穴＞〔Nine_Apertures〕によって一人ずつ狩り倒していった。そして、その咬む者たちの内の賢明なる者は自身の子供を未だMuatraから隠してあった。<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「Vivec三十六説教」第十五説教<br>
<br>
　ALMSIVIと勇者Hortatorによる賢明にして慈悲深い統治の下でChimerとDwemerが暮らしていた当時、それはResdayniaの日々であった。宇宙やその他の事物を形成するためにVelothの神々が引き上げるならば、ときどきHortatorは困惑してしまうだろう。そこで、Vivecは常に彼に対して助言を与えてきたのである。これは、諸王を統治するための三説教、その第三のものである。<br>
「君臨王は彼の作り手である私を取り去るだろう。これは何れの子供も通る道である。彼の最も強大である敵は、偽なる酔夢者のSharmatである。Hortator、汝あるいは彼は屋根板である。偽なる道を歩くことに気を付けよ。善意の罪に気を付けよ。彼の言葉に気を付けよ」<br>
　私はSharmatである<br>
　私は音色よりも古き者である<br>
　私は灯明を伝える者である<br>
　私は星を伝える者である<br>
　私は古の海を伝える者である<br>
　汝の眠りにて私を見るだろう<br>
　中心にて踊りながら<br>
　それは希望をくじかない<br>
　それは私の家である<br>
　私は星を置く<br>
　世界の口の中へと<br>
　それを殺すために<br>
　塔門に涙を落とせ<br>
　私の盲いた魚は<br>
　泳ぐ、新しき<br>
　フロギストンの中を<br>
　塔門に涙を落とせ<br>
　私の聾唖の月は<br>
　歌い燃えて<br>
　そして私を周回する<br>
　私は音色よりも古き者である<br>
私は灯明を伝える者である<br>
　私は星を伝える者である<br>
　私は古の海を伝える者である<br>
「汝は幾度も訪れるけれど、たった独りで彼を打ち倒すことが出来る。これを私が認めるかどうか、それは私の智恵に掛かっている。剣を置いて彼の根城へと向かえ、これらの力ある言葉と共に。すなわち、AE_GHARTOK_PADHOME_（CHIM）_AE_ALTADOON。さもなければ、そのように為すな。現世の神話は人間である。暴力によって天空へと至れ。これは、私が汝に与える魔法である。汝の統治するだろう世界は断続的な希望に過ぎず、汝は不確実性によって書かれた文字に相違ないのである」<br>
ALMSIVIで言葉は閉じられる。<br>
<br>
訳注　Sharmatの詩に登場するフロギストンは、物質の燃焼より発生すると考えられた物質である。しかし、実際には燃焼後の物質の質量は低下するため、フロギストンの存在は反証されることになった。Qwerty：この説教では明白に、TES3すなわちMorrowindで知られるようなDagoth-Urについて述べられている。夢での予見、疫病〔blight〕、そして、NerevarのみがDagoth-Urを打ち倒すことが可能であるという思想。また、この文書全体が何故に歴史的に語られてきたナンセンスの一部であるのかについて、この説教の存在と内容とは私に主たる議論を提起するものである。<br>
<hr>
「Vivec三十六説教」第十六説教<br>
<br>
　学んだ説教と格闘しながら、Hortatorは＜悲嘆の避難所＞を彷徨っていた。その頭の中の言葉たちは捉えどころの無いものであった。それらを常に率直に把握していることは不可能であり、これが危険であることに彼は気付き得なかった。彼の主君にして主人、Velothの観念という栄光であるVivecを探し巡り、＜誤謬の寺院＞〔Temple_of_False_Thinking〕の全ての場に於いて彼を見出した。そこでは、時計仕掛けの大鋏〔宿命の象徴〕がVivecの髪を刈り取っていた。乞食王は機織を持って来ると、成年期と死とから成る不完全な地図という髪を拵えていた。<br>
　Nerevarは言った。「御前、こうするのは何故でしょうか」<br>
　Vivecは言った。「火のための部屋を作るからである」<br>
　そこで、Hortatorは感付いた。来るべき新たな力の故ではないけれどVivecは憂鬱であるのだ、と。黄金なる戦詩人は、彼の＜水の顔＞〔_Water_Face〕を同様に巧く扱っていた。生まれる前から、Dreughたちより習得していたのである。<br>
　Nerevarは言った。「これは、貴方から火を遠ざけるものであるのですか」<br>
　Vivecは言った。「これは、真実を以って見られるようにするものである。ここ、＜誤謬＞〔False_Thinking〕の家に在るPadhomeの祭壇という場は、私が自身の秘義を越えて見られるようにするものである。＜水の顔＞は嘘を吐けない。ものを考えるのには、ましてや嘘を吐くのには余りに性急であるような海から、それは遣って来る。動いている水は、震えている真実に似ているものである」<br>
　Nerevarは言った。「私は、自分の思考が杜撰となることを恐れています」<br>
　Vivecは言った。「それならば、暴力によって天空へと至れ」<br>
　そして、自身の心を静めるために、Hortatorは＜戦の棚＞〔Fight_Racks〕から斧を選び出した。それに名前を付けて、彼は第一の月へと至った。<br>
　そこで、Nerevarは＜クレーター議会＞〔Parliament_of_Craters〕に迎えられた。彼らはNerevarのことを称号によって知っており、その訪問に酷く腹を立てていた。何故なら、彼は大地の君臨王となる予定の者であり、ここは月の領土であったからである。罠に掛けようと、彼らは隊列を組んで彼を取り囲んだ。<br>
　「月は王冠も王錫も認めない」彼らは言った。「月下の王国の代表者も、そしてライオンも蛇も数学者も認めない。我々は、移住して来て古の国民となった者たちの墓である。我々は女王も王座も求めない。貴方の外見は明白に太陽的である、言わば剽窃されたアイディアの図書館である。我々は涙でも悲しみでもない。我々の革命は、書かれることによって成功した。貴方はHortatorであり、ここで歓迎されることは無いのである」<br>
　かくして、Nerevarは息も切れるまでに墓の幽霊たちを刻むと、もう議会が新しい法律を作れないようにしてしまった。<br>
　彼は言った。「私は死すべき奴隷ではない」<br>
　僅かばかりの議会のメンバーが、Hortatorの攻撃を生き延びていた。<br>
　その生き残ったクレーターは言った。「窃盗は真新しいものではない。全ては独りでに起こるものである。このモティーフは決して英雄の神話からは連想されない、というものではない。貴方は創造的な衝動によって行為しなかった。すなわち、貴方は運命の重荷の下に落ちたのである。我々は墓であるが、しかし棺ではない。その違いを知るがよい。貴方は更に掘っただけであり、そこに住むべき幽霊を与えなかった。貴方の主張の中核を成すものは、それは儚い出来事の支配である。大地に裁かれることは、思慮の王座に座することである。我々を更に傷付けてみよ、さすれば無益ではあるけれど我々の死の不在を見出すことだろう」<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「Vivec三十六説教」第十七説教<br>
<br>
　「私は煙の地図である」<br>
　こうして、Vivecは以前にも増して偉大となった。AMLSIVI〔※１〕と勇者Hortatorによる賢明にして慈悲深い統治の下でChimerとDwemerが暮らしていた当時、それはResdayniaの日々であった。<br>
　「努力なしに私を求めよ。何故なら、私は数多の姿を有しているからである」<br>
　依然として、Hortatorは斧によって天上を征服せんと試みていた。Magnusの力により彼は太陽の図書館から投げ出された。Deshaan_Plainの沼の外れに在る地虫の野に於いて、Vivecは彼を発見した。暫らく、彼らは沈黙の内に連れ添って歩いた。何故なら、Nerevarは自身を卑下しており、Vivecは未だ自身の手中に慈悲の念を収めていたからである。まもなく、東方の海を越えて、二人は蛇と雪の悪魔との住む大地〔※２〕に行き着いた。VivecはHortatorに対して、異国の言葉による戦の方法を示そうとした。Tsaesciの国王の枕元に在る本から、彼らは言葉の書法を習得した。それは、この頁に於ける洞察のように形作られてあった。少なくとも三度の復讐を西方に対して果たすと、そのTsaesciの蛇たちは誓約した。更に歩んで行った彼らは、地図の端に在る、スパイクの打たれた水〔※３〕を見付けた。ここで、限界の精霊は彼らにスポーク〔自転車の車輪の中心部分から放射線状に伸びている鉄線〕を贈ると、車輪の残りを見出すように命じた。<br>
　Hortatorは言った。「世界の端は諸々の剣から成っている」その言葉をVivecは訂正した。「それら諸々の剣は、底に在る世界の歯の列である」<br>
　彼らは北方の＜古代の森＞〔Elder_Wood〕〔※４〕に向かったが、そこでは髭を生やした氷付けの王の他には何も見付からなかった。彼らは、黒人たちの住む西方〔※５〕を訪れた。一年間、彼らは黒人の剣聖たち〔※６〕の下で学び、その一方で僅かばかりの報酬としてVivecは美徳を彼らに説いた。Vivecは王を妻に選び出して、結局のところ西方を完全に破壊してしまう怪物の集団を創り出した。<br>
　将軍に対してVivecは言った。「あたかも眠っているかのように、我々は為しても話してもならない」<br>
　南方に於いて習得すべき事柄は在るのかとNerevarは訝しがったが、しかしVivecは沈黙の内に彼をRed_Mountainへと連れ戻すだけであった。「ここである」Vivecは言った。「これが最後の最後である。この内部にSharmatは待ち構えている」<br>
　しかし、彼らは二人共に、いまだSharmatと戦うべき機は熟していないと分かっていた。そのために、二人は互いに戦闘へ入ることにした。Velothの全存在が分かるように、こうしてVivecはHortatorに印を付けたのである。AyemすなわちAzuraの祝福により、彼は自身の傷に封を施した。戦いの終わりに、更に七つのスポーク〔※８〕を集めていたことにHortatorは気付いた。それらを組み合わせて彼は一本の杖を拵えようとしたけれど、それを制してVivecは言った。「それを為すべき時ではない」Nerevarは言った。「何処で、これらを私は発見したのでしょうか」<br>
　Vivecは言った。それらを我々は世界中から集めていたのである、あるものは不可視となっていたけれど、と。「私は車輪である」そう彼は言って、そのように姿を取ってみせた。中心の空虚が余りにも長く在り続けない内に、そこにNerevarはスポークを置いたのである。<br>
ALMSIVIで言葉は閉じられる。<br>
<br>
　訳注<br>
　※１　タイプミスであろう。<br>
　※２　Akavir。<br>
　※３　非常に驚くべきことに、これはメタファーではないのである。TESAすなわちRedguardでは、カメラがメモリー内の世界地図の端まで達する時には、３Ｄエンジンは奇妙な存在の映像を作り上げるのである。「スパイクの打たれた水」とは、これを的確に描写する言葉である。<br>
　※４　Nordの古の故郷であるAtmora。PGEのSkyrimの項目を見よ。<br>
　※５　Redguardの故郷であるYokuda。PGEのHammerfellの項目を見よ<br>
　※６　＜剣の歌い手たち＞〔Sword_Singers〕としても知られている。Daggerfallの書物に於ける「Redguardの歴史と英雄たち」〔“Redguards、their_history_and_heroes”〕を見よ。<br>
　※７　結局のところ、Yokuda大陸は水中に没してしまった。数個の島々が点在しているのみである。TESAすなわちRedguardで提供されるTamriel西方の地図に於いて、そのYokudaは容易に見て取れる。これは、初めて信用に足るVivecの言葉である。<br>
　※８　ひょっとしたら、これは、TESすなわちArenaのストーリーラインの中核を担う＜混沌の杖＞に言及するものかも知れない。その七つの破片は世界中に、Cyrodiilを除いた各州に一つずつ発見されるのである。あるいは、誤っているかも知れないが。<br>
<hr>
「Vivec三十六説教」第十八説教<br>
<br>
　いまやVivecは、Dwemerとの戦の以前に教えられる限りの全てをHortatorに教えたと感じていた。ここで戦詩人は、彼の＜時の書＞〔Book_of_Hours〕に取り掛からねばならないことを決意した。何故なら、時代と共に世界は歪曲せんとしていたからである。<br>
　＜悲嘆の避難所＞を訪れたVivecは、これからMuatraを逃れた九匹の魔物との戦いに向かうことをAyemに告げた。<br>
　「私は戻ってこよう」彼は言った。「Dwemerの偉大なる建築家〔※１〕に最後の一撃を加えるために」<br>
　Ayemは言った。「その魔物たちは強大であるけれど、九匹の内の八匹しか見つからないだろう。その最後の一匹は、＜時の書＞を創ろうとする貴方の決心によって既に打ち砕かれてしまっている」<br>
　Ayemが彼自身のことを言っているのだとVivecは理解した。<br>
　「どうして」彼女は尋ねた。「貴方は疑っているのだろうか」<br>
　Vivecは分かっていた。その疑念が三位一体の剣を彼に生み出すことを、そして自分が恥も恐怖も感じていないことを。その代わりに、このように彼は説明した。<br>
　「＜不可視の門＞〔Invisible_Gate〕の成員は、非常に旧態依然で在り得るのか。すなわち、まさに世界情勢の普及の故に、その成員の後継者が、精確な原型の改善というよりは寧ろ、深刻に必要とされている関連の在る原型で在り得る程に〔非常に旧態依然で在り得るのか〕。＜母親＞〔Mother〕として、貴女の心配する必要は無い。Sehtでさえも理解できない程に、未来の物事が奇妙にならない限りは。＜死刑執行人＞〔Executioner〕も＜愚者＞〔Fool〕も心配する必要は無い。しかし、その何れでも私はない」<br>
　「たとえ表現の仕方が変わるとしても、これらの理想は決して変わらないだろう。しかし、西方に於いてさえも＜雨を降らすもの＞〔Rainmaker〕は消え去る。もはや、誰も彼を必要としていない」<br>
　「理想に従って模範が示される故にではなく、永久に移ろい行く無意識にして冗長なる礼拝と〔模範が〕結び付けられているが故に、人は模範を追放できるのか」<br>
　これは、Vivecが十全である時に、Ayemに対して言われた事柄である。賢者は、これを誤解しないだろう。<br>
　Ayemは言った。「これこそ、雌雄の合一体・魔術的両性具有者・戦争の原理・言語上に於ける性の死・全ての中心世界に於ける唯一者となるために、貴方がnetchimanの妻から産まれて、はらわたを抜かれて＜星の損なわれし東方＞の技術の粋を凝らして水の下・火の中・金属の中・灰の中に六度も投じられて混合されたような、そのような母親の像と合一するように運命づけられていた理由であるのだ」<br>
　そして、どうして自分が＜時の書＞を記録するのだろうか、その理由をVivecは分かっていた。<br>
　この説教は禁じられている。<br>
　この世界と他の世界に於いて、より小さな存在（勝利者）であるEIGHTEENは、天空に至るために暴力によって投擲された魔法の円盤である。<br>
　この説教は真理ではない。<br>
ALMSIVIで世界は閉じられる。<br>
<br>
　訳注<br>
　※１　＜音色の建築家＞〔Tonal_Architect〕を意味している。単なる機械工に対する偉大な称号である。何れにせよ、これは、ほとんどKagrenacに言及するものであるようだ。

<hr>
翻訳：死んだ異性氏<br>
book	01000CE9		<div align="left">「Vivec三十六説教」第十九説教<br>
<br>
　自分の鎧を着けたVivecは、死すべき相互作用と情報に満たされた非空間的な空間・既知なる各々の心を描くキャンバスの少ない地図作成・神の火花に類似するものを作り出す出来事に足を踏み入れた。彼は言った。「ここから、八匹の魔物に対する攻撃に取り掛かろう」<br>
　それから、星の中心から蛾が舞って来るのをVivecは見た。それは、Red_Mountainの灰よりも不快である粉塵を身に纏っていた。君臨王の同等ならざる双頭を彼は見た。宝石に擦り付けられた八匹の不完全なるもの、それの身に着ける拘束具にも見える王冠。その王冠が双頭王のための一対の王冠となるだろうことを、それを彼は理解していた。そして、双頭王の口に流れ込む川となるだろうことを。何故なら、彼は大衆を含んでいるからである。それから、＜秘密の扉の中心＞〔Center_of_the_Secret_Door〕に位置する＜仮住まい＞〔Provisional_House〕を建てた。ここから、彼は訪れる年月を眺めることが出来た。その＜仮住まい＞について、次のように書かれてある。<br>
<br>
　一人が一本の指を持つような礎石　<br>
それの下に埋められて、それを通じて指し示す<br>
泥、緩やかに低く地面の中へと<br>
北は言い当てられ得ない<br>
そして、それは未だ魂の焔である<br>
<br>
　二人が一個の舌を持つような礎石<br>
そして、埃さえもお喋り好きで在り得る<br>
聞け、されば汝は愛を知るだろう<br>
古代の図書館は必要としている<br>
<br>
　三人が僅かの糸を持つような礎石<br>
汝の好む色に形作られた<br>
それをそこに誰が残したか乙女は覚えている<br>
しかし、それを掘り出すことを彼女は恐れている<br>
そして、それが何と結び付けられているか知れ<br>
<br>
　四人が九体の骨を持つような礎石<br>
黒猫から慎重に取り去られた<br>
この言葉の流儀に於いて調えられた<br>
我々を敵から守っている<br>
<br>
　いま汝の家は安全である。<br>
　さて、それは何故であろうか――。<br>
　いま汝の家は安全である。<br>
　さて、それは何故であろうか――。<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「Vivec三十六説教」第二十説教<br>
<br>
　第一の魔物は、実際には二匹であった。彼の父母親であるVivecのように、二度、産まれたのであった。彼はMuatraを逃れた八匹の内で最強ではなかったけれど、その行動は最も厄介なものであった。彼は＜月の心棒＞〔Moon_Axle〕として知られており、残留物である本性の弱点を刈り入れていた。先述のように、これを二度に亘って彼は行っていたが、第二の収穫は常に破滅あるいは不文律を齎していた。彼の面相は多面体のようであった。<br>
　＜月の心棒＞を探し出すことに危険は無いと言われていたが、彼には槍に対する耐性が具わっていると知られていた。そのため、Vivecは、彼にとって不利とならない剣を用いざるを得なかった。その魔物と事を構える前に、戦詩人は尋ねた。<br>
　「如何にして、槍に対する耐性を具えたのか」<br>
　それに対して＜月の心棒＞は答えた。「私の耐性は二重の本性である、変幻自在である。どれも長過ぎはしないが、実際には、私は多数の直線から成っている。こうして、全ての真なる線分〔幾何学の定義によれば、線分は特定の長さに限定される線。恐らく、この線分は槍の暗喩〕を無視することを習得したのである」<br>
　幸運なことに不利とならない剣は湾曲しており、それ故に＜月の心棒＞に切り込むことが可能であった。そして、太陽の昇る前に、彼は多数の傷から血を流していた。Vivecは、彼を完全に殺すことはしなかった。何故なら、そうすることは、本性の弱点を彼の中に留めておいて、元の場所に戻さないことであるからだ。すぐさま再びVivecは地理を調べていたが、＜月の心棒＞は殺される用意を済ませていた。<br>
　見るからに恐ろしそうな偉大なる姿形で以って、Vivecは立ち上がった。西方に手を伸ばすと、渓谷を引き抜いて角笛のように手に持った。東方に手を伸ばすと、手に一杯のnix-houndを平らげた。その渓谷によってnix-houndたちの魂を吹き飛ばすと、未解決の女の如き悲痛に泣き叫ぶ声が生まれた。彼は言った。「これによって汝を急襲しよう」そして、盗まれた魂の湾曲によって、＜月の心棒＞は急襲された。その魂たちは魔物を樹脂のように自分の身に巻き付けて、そうして遂に彼も彼の二重の本性も身動きできなくなってしまった。<br>
　Vivecは言った。「いまや、汝は解決された」そして、Muatraによって彼の子供を貫いた。＜月の心棒＞は何やら動こうともせずに縮んでいくと、そうして粉々になってしまった。<br>
　＜月の心棒＞の直線はVelothの哲学者たちによって回収されると、諸々の洞窟に収められた。そこで、一年間、それら息子の直線を如何にして神秘の車輪を構成するスポークに変換すればよいのか、それをVivecは哲学者たちに教えていた。これが、第一の＜回転学派＞〔Whirling_School〕の誕生であった。その以前には、炎に関する表面的な思想が在るに過ぎなかった。<br>
　彼ら最初の回転学徒たちを眺めてVivecは言った。<br>
「『同様に、多層的な卵である宇宙は、三つの遠い適用範囲に於けるこの病的な所有物であり、遭難している魂であり、そして生きているものである。ちょうど私の名前が生きているように。この修道院生活を通じて、汝らは、非常に目の粗い剣のように高く積まれた道を歩いて行く者を見出した。舌から血を流さないように囁かねばならない程に、それは非常に鋭いものである。そこでは、長く留まり過ぎた帝国のように、その記号は従来の意味から立ち退くのである。<br>
　『剣は政治家からの離反である。<br>
　『見よ、私の息子の立派な線を、こうして作られている星の業〔star-wise〕を、中心から等距離である彼の四肢を。そのように私の為すが故に、彼は解決されるのであるか。第二の段階は在り得ない。考えよ、私の存在が五個の要素を普及させるような理論について、同様に、私が非常な晦渋の理由となるような多層的な卵である宇宙について。ここには、荷馬車の心棒を破壊できる思想が存在する。すなわち、ここには、飛翔できる思想もまた存在するのである」<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「Vivec三十六説教」第二十一説教<br>
<br>
　車輪の聖典。<br>
<br>
　第一に、<br>
　「いまだ時の法則によって固定化されるように、諸々のスポークは混沌を構成する八個の部品である。静的変化、言うなれば、トカゲの神が＜一撃＞〔Striking〕として言及する何物かである。すなわち、爬虫類の車輪、ぐるぐる巻きの可能性、非行為に対する永久の序言である」<br>
　第二に、<br>
　「それらは、Aedraの貸与された骨、SITHISITに対する八個の贈物である四肢、我々の故郷である新星の湿った大地である。それらの外なる者はAurbisであり、それらの内なる者ではない。最も不条理なる事物のように、それは一個の円である。諸々の円は諸々の混乱する蛇であり、何度も襲うけれども、決して噛み付くようにはされていない。Aedraは異なるように汝らに信じ込ませるだろうが、彼らは虚言者である以前に贈与者である。虚言は、彼らを咬む者たちに変えてしまった。彼らの歯は改宗させるものである。改宗とは、自身を虚偽の口の中に置くことである。沈静でさえも、飲み込まれてしまうものである」<br>
　第三に、<br>
　「賢者は世界によって食べられない」<br>
　第四に、<br>
　「贈物である四肢の間に位置する空間は十六の数に達しており、それらは＜悪魔の領土＞〔Demon_Princedoms〕の注目すべき姿である。それは鍵であり錠であり、一連のものでありマンティコア〔老人の頭・蠍の尾・蝙蝠の羽を持つ獅子。古代ペルシア語の「人喰い」を語源とするように、非常に人肉を好む〕である」<br>
　第五に、<br>
　「横に権威を見よ、さすれば、汝の目に入るものは全て、そこから我々の先祖が偶像を作り出したような塔である。その中心を見よ、さすれば、汝の目に入るものは全て、生まれた穴、第二の蛇、そして＜正当なる到達＞〔Right_Reaching〕のために準備された子宮であり、魔法なしに精確である」<br>
　第六に、<br>
　「第二の蛇の心臓は、三角形である秘密の門を掴んでいる」<br>
　第七に、<br>
　「横に三角形である秘密の門を見よ、さすれば、汝は秘密の門を見るだろう」<br>
　第八に、<br>
　「塔の内なる秘密の塔は、ただ私という神の名の姿であるに過ぎない」<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「The_Thirty-Six_Lessons_of_Vivec、Sermon_Twenty-Two」<br>
「Vivec三十六説教」第二十二説教<br>
<br>
　そして、Vivecは第一の＜回転学派＞を去ると、空間ならざる空間に立ち戻った。＜森の宝剣＞〔Treasure_Wood_Sword〕と呼ばれる第二の魔物を見付けるために、彼は＜仮住まい＞から中心世界を覗いていた。＜ザクロの祝宴＞の年内に、それはVelothの下流階級に対して学ぶべき歌曲となった。彼ら下流階級の人々は、その力について次のように説いている。<br>
　「＜森の宝剣＞、それは高貴にして栄光、微細なる欠片である！　それを巧みに用いる者は、自身を更に知ることだろう！」<br>
　戦詩人は＜Mora家＞〔House_Mora〕に在る先祖のアルコーブ〔壁の一部を引っ込めて作った部屋〕に訪問者として姿を見せた。その＜Mora家＞には、北方の悪魔たちとの戦に於いて英雄であった、バラを纏う花冠の王子が在籍していた。Vivecは骨を用いて召集を掛けた。彼は言った。<br>
　「ゴミ漁りをするような人物は、絹のサッシュ〔肩や腰に着ける飾り帯〕を身に着けることが出来ない、彼の前任者の偉大なる機構を発見することが期待できない。すなわち、完全なる幸福は、サメザメと涙を流すことによってのみ抱擁されるものである。私の婚姻に関する不毛なるものを（非常に気前よく）返せ、さすれば、神の思考領域から汝らを取り除くことは無いだろう。汝らの家系は、私の姉妹であるAyemの寵愛する卓越せる魔女を擁している。そして、彼女の晦渋なる智慧のみから、私は謙遜して問おう」<br>
　一匹のbone-walkerが壁から姿を現した。それは下顎に三個の宝石を置いており、それは古の魔術的儀式であった。一個は真珠であり、真珠の色である。そのbone-walkerは中空の王子に会釈して言った。<br>
　「＜森の宝剣＞は我々の家を去らないだろう。売買契約は、偉大なる影である＜黒き手＞なるMephalaによって為されたものである」<br>
　Vivecは第一の宝石に口付けをしてから言った。<br>
　「動物の像、無礼なるwalkerよ。水と店の中で照らされてあるランプに帰れ。無価値の騒音である伝言は止しにせよ。下がれ」<br>
　Vivecは第二の宝石に口付けをしてから言った。<br>
　「まもなく四散する誇り高き残留物、それは私の前なる像に於いて成される保証を供給しない、その下なる肌に対して何物も要求しない。私は永久に主人である。下がれ」<br>
　Vivecは真珠に口付けをしてから言った。<br>
　「私は汝らを下がらせる」<br>
　それから、Vivecは隠された場所に退くと、Morag_Tongの最も暗い母親たちを見出した。そして、彼女たち全てを妻にすると、夏の塩〔本文はsummer_salt。宙返りsummersaultとの語呂合わせか？〕の味がする埃なき忠誠心で以って彼女たちを満たした。黒き女王となった彼女たちは、百の残忍なる子供・千の残忍なる武器・十万の残忍なる手を伴って金切り声を上げて生きており、路地・宮殿・工房・都市・隠された広間に於ける刺殺の笑い声という、動いて行く巨大なる一個の出来事であった。Ra’athimの財産を保持しながらの彼女たちの動きは、さざ波の立てられた終焉として、時代の中で波打ちながら、飲み込まれたナイフ・呻きながらの殺人・濡れた死に於ける神の神聖なる陵辱の削除に通ずる全ての宿命を伴うものであった。<br>
暗殺者の王は、Vivecに対して＜森の宝剣＞を差し出した。<br>
　「御前」暗殺者の王は言った。「加えて、いまや＜Mora家＞の王子は貴方を思慕しています。私は彼を＜Dagonの頂点＞〔Corner_of_Dagon〕に位置させます。彼の目は、それを邪悪なるものに対する焔の祈祷の中に置きます。彼の口は、それを鳥で以って塞ぎます」<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「Vivec三十六説教」第二十三説教<br>
<br>
　剣の聖典。<br>
<br>
　第一に、<br>
　「剣、繊細なる食事として扱われる＜象徴的コラージュ＞〔Symbolic_Collage〕である。それは、前半生に於いて汝らに良く仕える。一振りの剣に、これを知らない王家の名前を付けよ」<br>
　第二に、<br>
　「私の手法に於ける一貫性は、不動の戦士によって理解される。真なる両目は具えられている。私自身の臣民と領土として歓喜せよ。私は汝らに剣の街を建立しよう。それによって、そこで更に良い姿へと生きる人々を切るような法律を与えよう」<br>
　第三に、<br>
　「もしも私が鎧われているならば、私の到着に際して、婦女子は自身のドレスを燃やす。彼女たちは、血を流す巡礼者のように私の方へと這う。小さな魂は跡形も無く死ぬ。もしも汝の日々を殺害で以って印を付けることになるのならば、ALMSIVIの全てである私に従え。AE_ALTADOON、それは兵器に関する第三の法則である」<br>
　第四に、<br>
　「不動の戦士は決して疲労しない。力強さを取り戻すために、彼は戦の中心に於ける眠りの穴を断ち切る」<br>
　第五に、<br>
　「本能は反射行動ではなく、将来のために予備された小奇跡である。私は、何れの戦士が出現するかを決定する幸福である。幸運のために乞うてはならない。勝利のために私に仕えよ」<br>
　第六に、<br>
　「明白に不活性なる期間は、絶対者に関する汝らの愛である。netchimanの妻からの神の誕生は、愛に由来する親切心の流産である」<br>
　第七に、<br>
　「真なる剣は世代の鎖を、言わば、汝らの敵に関する創造神話を断ち切ることが可能である。私を追放された庭として見做せ。他の全ては、刈られていない雑草である」<br>
　第八に、<br>
　「第二の歩道によって踏み固められた古代の道を、私は汝らに与えよう。その古代の道と同等に広い如何なる剣も扱えるように、汝らの手は大きくなければならない。そして、依然として、正当なる像から成る彼は一本の棒切れによって太陽を苛立たせるかも知れない」<br>
ALMSIVIで言葉は閉じられる。<br>
<hr>
「Vivec三十六説教」第二十四説教<br>
<br>
　そして、Vivecは暗殺者たちの家を去ると、空間ならざる空間に立ち戻った。＜大連山＞〔Horde_Mountain〕と呼ばれる第三の魔物を見付けるために、彼は＜仮住まい＞から中心世界を覗いていた。それは、自由に活動するがパターンに従って配置されているモジュール〔コンピュータ工学に於ける基準尺度／基本単位〕の戦士たちと一人の高位の戦士とから成っていた。その一人の高位の戦士は、戦士たちが彼の下に広げる雲を断ち切ることが可能であった。そして、その雲とは、一本の樹のようであり、底の円が灰の中を駆ける軍隊であるスカートのようであった。Vivecは彼の子供の円錐形を賞賛して、歓喜と共に、前世の日々の間に於いて彼に教えた戦闘体勢の旋風を思い出していた。<br>
　VivecはVelothに赴いて言った。「これは重荷である」<br>
　しかし、その魔物と剣を交えることが可能である以前に、三組の下位家系が＜大連山＞を罠に掛けて、疑わしい独断という網の中へと閉じ込めてしまった。自身の主君に会って、そのVelothたちは元気付いた。<br>
　「我々は貴方に仕えて勝利を得られて幸福であります」彼らは言った。<br>
　Vivecは自分を取り囲む勇敢なる魂たちに微笑すると、祝福の悪魔を召喚して彼ら勝利者たちを切り裂かせた。そこには、網に捕らわれた魔物に対する愛と義務の偉大なる表示が存在していた。そして、Vivecは一対の骨から成る頭飾りを着けて中心に立っていた。彼は笑って神秘的な冗談を言うと、それら三組の家系の首長たちを結婚させて新たなる集団と成さしめた。<br>
　「いまや、汝らは永久に私のBuoyant_Armigers〔Dunmer教会の擁する宗教兵団の一つ〕であるだろう」彼は言った。<br>
　それから、VivecはMuatraによって＜大連山＞を突き刺して、それを骨入りの大きな袋に変えてしまった。彼の右手が触れることによって網は正当なる聖典となり、その骨入りの大きな袋の全てを彼は北東に投げてしまった。その内容物は砂糖のように白熱して広がり、その下をVivecとBuoyant_Armigersは笑いながら駆けて行った。<br>
